SIC_CODE_ID,SIC_CODE,SIC_DESC
242600,242600,HARDWOOD DIMENSION AND FLOORING MILLS
242601,242601,"FURNITURE STOCK AND PARTS, HARDWOOD"
242602,242602,"BLOCKS AND BLANKS, HARDWOOD"
242603,242603,"STOCKS: GUN, HANDLE, VEHICLE, ETC."
242604,242604,"TEXTILE MACHINERY ACCESSORIES, HARDWOOD"
242699,242699,"HARDWOOD DIMENSION AND FLOORING MILLS, NEC"
242900,242900,"SPECIAL PRODUCT SAWMILLS, NEC"
242901,242901,BARRELS AND BARREL PARTS
242902,242902,"SHAVINGS AND PACKAGING, EXCELSIOR"
242903,242903,SHINGLE AND SHINGLE MILLS
243100,243100,MILLWORK
243101,243101,"DOORS AND DOOR PARTS AND TRIM, WOOD"
243102,243102,"WINDOWS AND WINDOW PARTS AND TRIM, WOOD"
243103,243103,"MOLDINGS AND BASEBOARDS, ORNAMENTAL AND TRIM"
243104,243104,"AWNINGS, BLINDS AND SHUTTERS: WOOD"
243105,243105,"STAIRCASES, STAIRS AND RAILINGS"
243106,243106,INTERIOR AND ORNAMENTAL WOODWORK AND TRIM
243107,243107,EXTERIOR AND ORNAMENTAL WOODWORK AND TRIM
243199,243199,"MILLWORK, NEC"
243400,243400,WOOD KITCHEN CABINETS
243499,243499,"WOOD KITCHEN CABINETS, NEC"
243500,243500,HARDWOOD VENEER AND PLYWOOD
243599,243599,"HARDWOOD VENEER AND PLYWOOD, NEC"
243600,243600,SOFTWOOD VENEER AND PLYWOOD
243699,243699,"SOFTWOOD VENEER AND PLYWOOD, NEC"
243900,243900,"STRUCTURAL WOOD MEMBERS, NEC"
243999,243999,"STRUCTURAL WOOD MEMBERS, NEC, NEC"
244100,244100,NAILED WOOD BOXES AND SHOOK
244101,244101,"BOXES, WOOD"
244102,244102,"CASES, WOOD"
244103,244103,"CHESTS AND TRUNKS, WOOD"
244199,244199,"NAILED WOOD BOXES AND SHOOK, NEC"
244800,244800,WOOD PALLETS AND SKIDS
244801,244801,"CARGO CONTAINERS, WOOD AND WOOD WITH METAL"
244802,244802,"PALLETS, WOOD AND WOOD WITH METAL"
244803,244803,"SKIDS, WOOD AND WOOD WITH METAL"
244900,244900,"WOOD CONTAINERS, NEC"
244901,244901,"FOOD CONTAINERS, WOOD WIREBOUND"
244902,244902,"BARRELS, TUBS AND VATS: WOOD, COOPERED"
244903,244903,"RECTANGULAR BOXES AND CRATES, WOOD"
244999,244999,"WOOD CONTAINERS, NEC, NEC"
245100,245100,MOBILE HOMES
245101,245101,"MOBILE HOMES, PERSONAL OR PRIVATE USE"
245102,245102,"MOBILE HOMES, INDUSTRIAL OR COMMERCIAL USE"
245200,245200,PREFABRICATED WOOD BUILDINGS
245201,245201,"FARM AND AGRICULTURAL BUILDINGS, PREFABRICATED WOOD"
245299,245299,"PREFABRICATED WOOD BUILDINGS, NEC"
249100,249100,WOOD PRESERVING
249101,249101,"POLES, POSTS AND PILINGS: TREATED WOOD"
249102,249102,"BRIDGES AND TRESTLES, TREATED WOOD"
249199,249199,"WOOD PRESERVING, NEC"
249300,249300,RECONSTITUTED WOOD PRODUCTS
249301,249301,"BUILDING BOARD AND WALLBOARD, EXCEPT GYPSUM"
249302,249302,PARTICLEBOARD PRODUCTS
249303,249303,HARDBOARD AND FIBERBOARD PRODUCTS
249304,249304,"INSULATION AND ROOFING MATERIAL, RECONSTITUTED WOOD"
249399,249399,"RECONSTITUTED WOOD PRODUCTS, NEC"
249900,249900,"WOOD PRODUCTS, NEC"
249901,249901,"LAUNDRY PRODUCTS, WOOD"
249902,249902,"SHOE AND BOOT PRODUCTS, WOOD"
249903,249903,"LADDERS AND STEPLADDERS, WOOD"
249904,249904,"PICTURE AND MIRROR FRAMES, WOOD"
249905,249905,CORK AND CORK PRODUCTS
249906,249906,"RULERS AND YARDSTICKS, WOOD"
249907,249907,"REED, RATTAN, WICKER, AND WILLOW WARE, EXCEPT FURNITURE"
249908,249908,"HANDLES, POLES, DOWELS AND STAKES: WOOD"
249909,249909,"FOOD HANDLING AND PROCESSING PRODUCTS, WOOD"
249910,249910,"KITCHEN, BATHROOM, AND HOUSEHOLD WARE: WOOD"
249911,249911,DECORATIVE WOOD AND WOODWORK
249912,249912,"SPOOLS, REELS, AND PULLEYS: WOOD"
249913,249913,"MULCH OR SAWDUST PRODUCTS, WOOD"
249914,249914,"MALLETS, HAMMERS, AND CLUBS: WOOD"
249915,249915,"STOPPERS AND PLUGS, WOOD"
249916,249916,"FENCING, DOCKS, AND OTHER OUTDOOR WOOD STRUCTURAL PRODUCTS"
249999,249999,"WOOD PRODUCTS, NEC, NEC"
251100,251100,WOOD HOUSEHOLD FURNITURE
251101,251101,WOOD BEDROOM FURNITURE
251102,251102,KITCHEN AND DINING ROOM FURNITURE
251103,251103,CHILDREN'S WOOD FURNITURE
251104,251104,WOOD GAME ROOM FURNITURE
251105,251105,"WOOD DESKS, BOOKCASES, AND MAGAZINE RACKS"
251106,251106,"WOOD STANDS AND CHESTS, EXCEPT BEDSIDE STANDS"
251107,251107,WOOD LAWN AND GARDEN FURNITURE
251199,251199,"WOOD HOUSEHOLD FURNITURE, NEC"
251200,251200,UPHOLSTERED HOUSEHOLD FURNITURE
251201,251201,WOOD UPHOLSTERED CHAIRS AND COUCHES
251299,251299,"UPHOLSTERED HOUSEHOLD FURNITURE, NEC"
251400,251400,METAL HOUSEHOLD FURNITURE
251401,251401,METAL BEDROOM FURNITURE
251402,251402,METAL KITCHEN AND DINING ROOM FURNITURE
251403,251403,METAL CHILDREN'S FURNITURE
251404,251404,METAL GAME ROOM FURNITURE
251405,251405,METAL BOOKCASES AND STEREO CABINETS
251406,251406,METAL LAWN AND GARDEN FURNITURE
251499,251499,"METAL HOUSEHOLD FURNITURE, NEC"
251500,251500,MATTRESSES AND BEDSPRINGS
251501,251501,MATTRESSES AND FOUNDATIONS
251502,251502,FURNITURE SPRINGS
251503,251503,SLEEP FURNITURE
251700,251700,WOOD TELEVISION AND RADIO CABINETS
251799,251799,"WOOD TELEVISION AND RADIO CABINETS, NEC"
251900,251900,"HOUSEHOLD FURNITURE, NEC"
251901,251901,"LAWN AND GARDEN FURNITURE, EXCEPT WOOD AND METAL"
251902,251902,WICKER AND RATTAN FURNITURE
251903,251903,FIBERGLASS AND PLASTIC FURNITURE
251999,251999,"HOUSEHOLD FURNITURE, NEC, NEC"
252100,252100,WOOD OFFICE FURNITURE
252101,252101,"WOOD OFFICE CHAIRS, BENCHES AND STOOLS"
252102,252102,WOOD OFFICE FILING CABINETS AND BOOKCASES
252103,252103,WOOD OFFICE DESKS AND TABLES
252199,252199,"WOOD OFFICE FURNITURE, NEC"
252200,252200,"OFFICE FURNITURE, EXCEPT WOOD"
252201,252201,"OFFICE CHAIRS, BENCHES, AND STOOLS, EXCEPT WOOD"
252202,252202,"OFFICE BOOKCASES, WALLCASES AND PARTITIONS, EXCEPT WOOD"
252203,252203,"OFFICE CABINETS AND FILING DRAWERS, EXCEPT WOOD"
252204,252204,"OFFICE DESKS AND TABLES, EXCEPT WOOD"
253100,253100,PUBLIC BUILDING AND RELATED FURNITURE
253101,253101,SCHOOL FURNITURE
253102,253102,CHURCH FURNITURE
253103,253103,VEHICLE FURNITURE
253104,253104,STADIUM FURNITURE
253199,253199,"PUBLIC BUILDING AND RELATED FURNITURE, NEC"
254100,254100,WOOD PARTITIONS AND FIXTURES
254101,254101,STORE AND OFFICE DISPLAY CASES AND FIXTURES
254102,254102,"CABINETS, LOCKERS, AND SHELVING"
254103,254103,COUNTER AND SINK TOPS
254199,254199,"WOOD PARTITIONS AND FIXTURES, NEC"
254200,254200,"PARTITIONS AND FIXTURES, EXCEPT WOOD"
254201,254201,"POSTAL LOCK BOXES, MAIL RACKS, AND RELATED PRODUCTS"
254202,254202,OFFICE AND STORE SHOWCASES AND DISPLAY FIXTURES
254299,254299,"PARTITIONS AND FIXTURES, EXCEPT WOOD, NEC"
259100,259100,DRAPERY HARDWARE AND WINDOW BLINDS AND SHADES
259101,259101,"SHADE, CURTAIN, AND DRAPERY HARDWARE"
259102,259102,WINDOW BLINDS
259103,259103,WINDOW SHADES
259900,259900,"FURNITURE AND FIXTURES, NEC"
259901,259901,FACTORY FURNITURE AND FIXTURES
259902,259902,"BAR, RESTAURANT AND CAFETERIA FURNITURE"
259903,259903,"BEDS, NOT HOUSEHOLD USE"
259999,259999,"FURNITURE AND FIXTURES, NEC, NEC"
261100,261100,PULP MILLS
261101,261101,"PULP MILLS, CHEMICAL AND SEMICHEMICAL PROCESSING"
261102,261102,"PULP MILLS, DISSOLVING PULP PROCESSING"
261103,261103,"PULP MILLS, MECHANICAL AND RECYCLING PROCESSING"
261199,261199,"PULP MILLS, NEC"
262100,262100,PAPER MILLS
262101,262101,"TOWELS, TISSUES AND NAPKINS; PAPER AND STOCK"
262102,262102,"PARCHMENT, SECURITES, AND BANK NOTE PAPERS"
262103,262103,SPECIALTY OR CHEMICALLY TREATED PAPERS
262104,262104,"BOOK, BOND AND PRINTING PAPERS"
262105,262105,POSTER AND ART PAPERS
262106,262106,"STATIONARY, ENVELOPE AND TABLET PAPERS"
262107,262107,"CATALOG, MAGAZINE, AND NEWSPRINT PAPERS"
262108,262108,WRAPPING AND PACKAGING PAPERS
262109,262109,"BUILDING AND ROOFING PAPER, FELTS AND INSULATION SIDING"
262110,262110,PRESSED AND MOLDED PULP AND FIBER PRODUCTS
262199,262199,"PAPER MILLS, NEC"
263100,263100,PAPERBOARD MILLS
263101,263101,LINERBOARD
263102,263102,INNERSOLE AND SHOE BOARD
263103,263103,"CONTAINER, PACKAGING, AND BOXBOARD"
263104,263104,COATED AND TREATED BOARD
263105,263105,"CARDBOARD, TAGBOARD, AND STRAWBOARD"
263199,263199,"PAPERBOARD MILLS, NEC"
265200,265200,SETUP PAPERBOARD BOXES
265299,265299,"SETUP PAPERBOARD BOXES, NEC"
265300,265300,CORRUGATED AND SOLID FIBER BOXES
265301,265301,"CORRUGATED BOXES, PARTITIONS, DISPLAY ITEMS, SHEETS, AND PAD"
265302,265302,"SOLID FIBER BOXES, PARTITIONS, DISPLAY ITEMS, AND SHEETS"
265500,265500,"FIBER CANS, DRUMS, AND SIMILAR PRODUCTS"
265501,265501,"FIBER SPOOLS, TUBES, AND CONES"
265502,265502,"FIBER CANS, DRUMS, AND CONTAINERS"
265503,265503,FIBER SHIPPING AND MAILING CONTAINERS
265504,265504,"FIBER CORES, REELS, AND BOBBINS"
265599,265599,"FIBER CANS, DRUMS, AND SIMILAR PRODUCTS, NEC"
265600,265600,SANITARY FOOD CONTAINERS
265601,265601,"PAPER CUPS, PLATES, DISHES, AND UTENSILS"
265602,265602,FROZEN FOOD AND ICE CREAM CONTAINERS
265603,265603,"FOOD CONTAINERS (LIQUID TIGHT), INCLUDING MILK CARTONS"
265700,265700,FOLDING PAPERBOARD BOXES
265799,265799,"FOLDING PAPERBOARD BOXES, NEC"
267100,267100,PAPER; COATED AND LAMINATED PACKAGING
267199,267199,"PAPER; COATED AND LAMINATED PACKAGING, NEC"
267200,267200,"PAPER; COATED AND LAMINATED, NEC"
267201,267201,"CHEMICALLY TREATED PAPERS, MADE FROM PURCHASED MATERIALS"
267202,267202,"ADHESIVE PAPERS, LABELS, OR TAPES: FROM PURCHASED MATERIAL"
267299,267299,"PAPER; COATED AND LAMINATED, NEC, NEC"
267300,267300,"BAGS: PLASTIC, LAMINATED, AND COATED"
267301,267301,"GARMENT AND WARDROBE BAGS, (PLASTIC FILM)"
267302,267302,FOOD STORAGE AND TRASH BAGS (PLASTIC)
267303,267303,PLASTIC AND PLIOFILM BAGS
267399,267399,"BAGS: PLASTIC, LAMINATED, AND COATED, NEC"
267400,267400,BAGS: UNCOATED PAPER AND MULTIWALL
267401,267401,SHIPPING AND SHOPPING BAGS OR SACKS
267499,267499,"BAGS: UNCOATED PAPER AND MULTIWALL, NEC"
267500,267500,DIE-CUT PAPER AND BOARD
267501,267501,"CARDBOARD CUT-OUTS, PANELS, AND FOUNDATIONS: DIE-CUT"
267502,267502,"CARDS, FOLDERS, AND MATS: DIE-CUT"
267503,267503,STENCILS AND LETTERING MATERIALS: DIE-CUT
267504,267504,"FOOD CONTAINER PRODUCTS AND PARTS, FROM DIE-CUT PAPER"
267599,267599,"DIE-CUT PAPER AND BOARD, NEC"
267600,267600,SANITARY PAPER PRODUCTS
267601,267601,"TOWELS, NAPKINS, AND TISSUE PAPER PRODUCTS"
267602,267602,FEMININE HYGIENE PAPER PRODUCTS
267603,267603,INFANT AND BABY PAPER PRODUCTS
267700,267700,ENVELOPES
267800,267800,STATIONERY PRODUCTS
267801,267801,"MEMORANDUM BOOKS, NOTEBOOKS, AND LOOSELEAF FILLER PAPER"
267802,267802,TABLETS AND PADS
267803,267803,PAPETERIES AND WRITING PAPER SETS
267900,267900,"CONVERTED PAPER PRODUCTS, NEC"
267901,267901,"PRESSED FIBER AND MOLDED PULP PRODUCTS, EXCEPT FOOD PRODUCTS"
267902,267902,"FOOD DISHES AND UTENSILS, FROM PRESSED AND MOLDED PULP"
267903,267903,WALLPAPER
267904,267904,"TAGS AND LABELS, PAPER"
267905,267905,"GIFT WRAP AND NOVELTIES, PAPER"
267906,267906,"TELEGRAPH, TELETYPE, AND ADDING MACHINE PAPER"
267907,267907,"BUILDING, INSULATING, AND PACKAGING PAPER"
267908,267908,"BUILDING, INSULATING, AND PACKAGING PAPERBOARD"
267909,267909,"CARDBOARD PRODUCTS, EXCEPT DIE-CUT"
267999,267999,"CONVERTED PAPER PRODUCTS, NEC, NEC"
271100,271100,NEWSPAPERS
271101,271101,"NEWSPAPERS, PUBLISHING AND PRINTING"
271199,271199,"NEWSPAPERS, NEC"
272100,272100,PERIODICALS
272101,272101,"PERIODICALS, PUBLISHING ONLY"
272102,272102,"PERIODICALS, PUBLISHING AND PRINTING"
273100,273100,BOOK PUBLISHING
273101,273101,"BOOKS, PUBLISHING ONLY"
273102,273102,"BOOKS, PUBLISHING AND PRINTING"
273200,273200,BOOK PRINTING
273201,273201,"BOOKS, PRINTING ONLY"
273202,273202,"BOOKS, PRINTING AND BINDING"
274100,274100,MISCELLANEOUS PUBLISHING
274101,274101,ART COPY AND POSTER PUBLISHING
274102,274102,"ATLAS, MAP, AND GUIDE PUBLISHING"
274103,274103,TELEPHONE AND OTHER DIRECTORY PUBLISHING
274104,274104,MUSIC BOOK AND SHEET MUSIC PUBLISHING
274105,274105,NEWSLETTER PUBLISHING
274106,274106,TECHNICAL MANUAL AND PAPER PUBLISHING
274199,274199,"MISCELLANEOUS PUBLISHING, NEC"
275200,275200,"COMMERCIAL PRINTING, LITHOGRAPHIC"
275201,275201,OFFSET AND PHOTOLITHOGRAPHIC PRINTING
275202,275202,"PROMOTIONAL PRINTING, LITHOGRAPHIC"
275203,275203,"BUSINESS FORM AND CARD PRINTING, LITHOGRAPHIC"
275204,275204,"CALENDAR AND CARD PRINTING, LITHOGRAPHIC"
275205,275205,"ATLAS AND MAP PRINTING, LITHOGRAPHIC"
275206,275206,"POSTER AND DECAL PRINTING, LITHOGRAPHIC"
275207,275207,"TAG, TICKET, AND SCHEDULE PRINTING: LITHOGRAPHIC"
275208,275208,"WRAPPER AND SEAL PRINTING, LITHOGRAPHIC"
275209,275209,"PUBLICATION PRINTING, LITHOGRAPHIC"
275299,275299,"COMMERCIAL PRINTING, LITHOGRAPHIC, NEC"
275400,275400,"COMMERCIAL PRINTING, GRAVURE"
275401,275401,PHOTOGRAVURE AND ROTOGRAVURE PRINTING
275402,275402,"BUSINESS FORM AND CARD PRINTING, GRAVURE"
275403,275403,"CALENDAR AND CARD PRINTING, EXCEPT BUSINESS, GRAVURE"
275404,275404,"WRAPPER AND SEAL PRINTING, GRAVURE"
275405,275405,"PUBLICATION PRINTING, GRAVURE"
275406,275406,"PROMOTIONAL PRINTING, GRAVURE"
275407,275407,"STATIONERY AND INVITATION PRINTING, GRAVURE"
275499,275499,"COMMERCIAL PRINTING, GRAVURE, NEC"
275900,275900,"COMMERCIAL PRINTING, NEC"
275901,275901,FINANCIAL NOTE AND CERTIFICATE PRINTING AND ENGRAVING
275902,275902,"CARD PRINTING AND ENGRAVING, EXCEPT GREETING"
275903,275903,PROMOTIONAL PRINTING
275904,275904,PUBLICATION PRINTING
275905,275905,INVITATION AND STATIONERY PRINTING AND ENGRAVING
275906,275906,LETTERPRESS AND SCREEN PRINTING
275907,275907,"BAG, WRAPPER, AND SEAL PRINTING AND ENGRAVING"
275908,275908,POSTER AND DECAL PRINTING AND ENGRAVING
275909,275909,"SCHEDULE, TICKET, AND TAG PRINTING AND ENGRAVING"
275999,275999,"COMMERCIAL PRINTING, NEC, NEC"
276100,276100,MANIFOLD BUSINESS FORMS
276199,276199,"MANIFOLD BUSINESS FORMS, NEC"
277100,277100,GREETING CARDS
278200,278200,BLANKBOOKS AND LOOSELEAF BINDERS
278201,278201,"LEDGER, INVENTORY, AND ACCOUNT BOOKS"
278202,278202,"SCRAPBOOKS, ALBUMS, AND DIARIES"
278203,278203,LOOSELEAF BINDERS AND DEVICES
278204,278204,"RECEIPT, INVOICE, AND MEMORANDUM BOOKS"
278205,278205,BANK CHECKBOOKS AND PASSBOOKS
278299,278299,"BLANKBOOKS AND LOOSELEAF BINDERS, NEC"
278900,278900,BOOKBINDING AND RELATED WORK
278901,278901,DISPLAY MOUNTING
278902,278902,"BRONZING, GILDING, EDGING, AND DECKLING: BOOKS, CARDS, PAPER"
278903,278903,"BINDING AND REPAIR OF BOOKS, MAGAZINES, AND PAMPHLETS"
278999,278999,"BOOKBINDING AND RELATED WORK, NEC"
279100,279100,TYPESETTING
279101,279101,HAND COMPOSITION TYPESETTING
279199,279199,"TYPESETTING, NEC"
279600,279600,PLATEMAKING SERVICES
279601,279601,GRAVURE PLATEMAKING SERVICES
279602,279602,ENGRAVING PLATEMAKING SERVICES
279699,279699,"PLATEMAKING SERVICES, NEC"
281200,281200,ALKALIES AND CHLORINE
281201,281201,ALKALIES
281299,281299,"ALKALIES AND CHLORINE, NEC"
281300,281300,INDUSTRIAL GASES
281301,281301,CARBON DIOXIDE
281399,281399,"INDUSTRIAL GASES, NEC"
281600,281600,INORGANIC PIGMENTS
281601,281601,WHITE PIGMENTS
281602,281602,COLOR PIGMENTS
281603,281603,BLACK PIGMENTS
281699,281699,"INORGANIC PIGMENTS, NEC"
281900,281900,"INDUSTRIAL INORGANIC CHEMICALS, NEC"
281901,281901,ELEMENTS
281902,281902,INORGANIC ACIDS EXCEPT NITRIC AND PHOSPHORIC
281903,281903,ALUMINUM COMPOUNDS
281904,281904,"SODIUM & POTASSIUM COMPOUNDS, EXC. BLEACHES, ALKALIES, ALUM."
281905,281905,ALUMS
281906,281906,FUELS AND RADIOACTIVE COMPOUNDS
281907,281907,CARBIDES
281908,281908,SILICA COMPOUNDS
281909,281909,"METAL SALTS AND COMPOUNDS EXCEPT SODIUM, POTASSIUM, ALUMINUM"
281910,281910,NONMETALLIC COMPOUNDS
281911,281911,AMMONIUM SALTS AND COMPOUNDS
281999,281999,"INDUSTRIAL INORGANIC CHEMICALS, NEC, NEC"
282100,282100,PLASTICS MATERIALS AND RESINS
282101,282101,THERMOSETTING MATERIALS
282102,282102,THERMOPLASTIC MATERIALS
282103,282103,CELLULOSE DERIVATIVE MATERIALS
282104,282104,PLASTICIZER/ADDITIVE BASED PLASTIC MATERIALS
282199,282199,"PLASTICS MATERIALS AND RESINS, NEC"
282200,282200,SYNTHETIC RUBBER
282201,282201,BUTADIENE RUBBERS
282299,282299,"SYNTHETIC RUBBER, NEC"
282300,282300,CELLULOSIC MANMADE FIBERS
282399,282399,"CELLULOSIC MANMADE FIBERS, NEC"
282400,282400,"ORGANIC FIBERS, NONCELLULOSIC"
282499,282499,"ORGANIC FIBERS, NONCELLULOSIC, NEC"
283300,283300,MEDICINALS AND BOTANICALS
283301,283301,MEDICINAL CHEMICALS
283302,283302,ALKALOIDS AND OTHER BOTANICAL BASED PRODUCTS
283303,283303,ANTIBIOTICS
283304,283304,ANIMAL BASED PRODUCTS
283400,283400,PHARMACEUTICAL PREPARATIONS
283401,283401,DRUGS AFFECTING NEOPLASMS AND ENDROCRINE SYSTEMS
283402,283402,DRUGS ACTING ON THE CENTRAL NERVOUS SYSTEM & SENSE ORGANS
283403,283403,"DRUGS ACTING ON THE CARDIOVASCULAR SYSTEM, EXCEPT DIAGNOSTIC"
283404,283404,DRUGS ACTING ON THE RESPIRATORY SYSTEM
283405,283405,DRUGS ACTING ON THE GASTROINTESTINAL OR GENITOURINARY SYSTEM
283406,283406,DERMATOLOGICALS
283407,283407,"VITAMIN, NUTRIENT, AND HEMATINIC PREPARATIONS FOR HUMAN USE"
283408,283408,DRUGS AFFECTING PARASITIC AND INFECTIVE DISEASES
283499,283499,"PHARMACEUTICAL PREPARATIONS, NEC"
283500,283500,DIAGNOSTIC SUBSTANCES
283599,283599,"DIAGNOSTIC SUBSTANCES, NEC"
283600,283600,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC"
283601,283601,BLOOD DERIVATIVES
283602,283602,EXTRACTS
283603,283603,VACCINES AND OTHER IMMUNIZING PRODUCTS
283604,283604,CULTURE MEDIA
283605,283605,"TOXINS, VIRUSES, AND SIMILAR SUBSTANCES, INCLUDING VENOM"
283699,283699,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC, NEC"
284100,284100,SOAP AND OTHER DETERGENTS
284199,284199,"SOAP AND OTHER DETERGENTS, NEC"
284200,284200,POLISHES AND SANITATION GOODS
284201,284201,SPECIALTY CLEANING
284202,284202,POLISHING PREPARATIONS AND RELATED PRODUCTS
284203,284203,DRYCLEANING PREPARATIONS
284204,284204,"SANITATION PREPARATIONS, DISINFECTANTS AND DEODORANTS"
284205,284205,LAUNDRY CLEANING PREPARATIONS
284299,284299,"POLISHES AND SANITATION GOODS, NEC"
284300,284300,SURFACE ACTIVE AGENTS
284301,284301,OILS AND GREASES
284302,284302,FINISHING AGENTS
284303,284303,PROCESSING ASSISTANTS
284399,284399,"SURFACE ACTIVE AGENTS, NEC"
284400,284400,TOILET PREPARATIONS
284401,284401,"HAIR PREPARATIONS, INCLUDING SHAMPOOS"
284402,284402,ORAL PREPARATIONS
284403,284403,PERFUMES AND COLOGNES
284404,284404,SHAVING PREPARATIONS
284405,284405,COSMETIC PREPARATIONS
284499,284499,"TOILET PREPARATIONS, NEC"
285100,285100,PAINTS AND ALLIED PRODUCTS
285101,285101,PAINTS AND PAINT ADDITIVES
285102,285102,"LACQUERS, VARNISHES, ENAMELS, AND OTHER COATINGS"
285103,285103,"PUTTY, WOOD FILLERS AND SEALERS"
285104,285104,REMOVERS AND CLEANERS
286100,286100,GUM AND WOOD CHEMICALS
286101,286101,WOOD DISTILLATION PRODUCTS
286102,286102,WOOD EXTRACT PRODUCTS
286199,286199,"GUM AND WOOD CHEMICALS, NEC"
286500,286500,CYCLIC CRUDES AND INTERMEDIATES
286501,286501,DYES AND PIGMENTS
286502,286502,CYCLIC ORGANIC CRUDES
286503,286503,CYCLIC ORGANIC INTERMEDIATES
286504,286504,"TAR, COAL TAR, AND RELATED CHEMICALS"
286599,286599,"CYCLIC CRUDES AND INTERMEDIATES, NEC"
286900,286900,"INDUSTRIAL ORGANIC CHEMICALS, NEC"
286901,286901,"ALCOHOLS, NON BEVERAGE"
286902,286902,OLEFINS
286903,286903,"AMINES, ACIDS, SALTS, ESTERS"
286904,286904,FUELS
286905,286905,"PERFUMES, FLAVORINGS, AND FOOD ADDITIVES"
286906,286906,ALDEHYDES AND KETONES
286999,286999,"INDUSTRIAL ORGANIC CHEMICALS, NEC, NEC"
287300,287300,NITROGENOUS FERTILIZERS
287301,287301,AMMONIA AND AMMONIUM SALTS
287399,287399,"NITROGENOUS FERTILIZERS, NEC"
287400,287400,PHOSPHATIC FERTILIZERS
287401,287401,PHOSPHATES
287499,287499,"PHOSPHATIC FERTILIZERS, NEC"
287500,287500,"FERTILIZERS, MIXING ONLY"
287599,287599,"FERTILIZERS, MIXING ONLY, NEC"
287900,287900,"AGRICULTURAL CHEMICALS, NEC"
287901,287901,INSECTICIDES AND PESTICIDES
287999,287999,"AGRICULTURAL CHEMICALS, NEC, NEC"
289100,289100,ADHESIVES AND SEALANTS
289101,289101,SEALANTS
289102,289102,ADHESIVES
289200,289200,EXPLOSIVES
289201,289201,"PRIMARY EXPLOSIVES, FUSES AND DETONATORS"
289202,289202,SECONDARY HIGH EXPLOSIVES
289300,289300,PRINTING INK
289399,289399,"PRINTING INK, NEC"
289500,289500,CARBON BLACK
289599,289599,"CARBON BLACK, NEC"
289900,289900,"CHEMICAL PREPARATIONS, NEC"
289901,289901,OILS AND ESSENTIAL OILS
289902,289902,ACIDS
289903,289903,GELATIN
289904,289904,"FLARES, FIREWORKS, AND SIMILAR PREPARATIONS"
289905,289905,SIZES
289999,289999,"CHEMICAL PREPARATIONS, NEC, NEC"
291100,291100,PETROLEUM REFINING
291101,291101,GASES AND LIQUEFIED PETROLEUM GASES
291102,291102,LIGHT DISTILLATES
291103,291103,INTERMEDIATE DISTILLATES
291104,291104,HEAVY DISTILLATES
291105,291105,RESIDUES
291106,291106,AROMATIC CHEMICAL PRODUCTS
291107,291107,NONAROMATIC CHEMICAL PRODUCTS
291199,291199,"PETROLEUM REFINING, NEC"
295100,295100,ASPHALT PAVING MIXTURES AND BLOCKS
295101,295101,PAVING BLOCKS
295102,295102,PAVING MIXTURES
295200,295200,ASPHALT FELTS AND COATINGS
295201,295201,ROOFING MATERIALS
295202,295202,SIDING MATERIALS
295299,295299,"ASPHALT FELTS AND COATINGS, NEC"
299200,299200,LUBRICATING OILS AND GREASES
299201,299201,LUBRICATING OILS
299299,299299,"LUBRICATING OILS AND GREASES, NEC"
299900,299900,"PETROLEUM AND COAL PRODUCTS, NEC"
299901,299901,COKE
299902,299902,FUEL BRIQUETTES AND WAXES
301100,301100,TIRES AND INNER TUBES
301101,301101,"INNER TUBES, ALL TYPES"
301102,301102,"PNEUMATIC TIRES, ALL TYPES"
301103,301103,TIRE AND INNER TUBE MATERIALS AND RELATED PRODUCTS
301199,301199,"TIRES AND INNER TUBES, NEC"
302100,302100,RUBBER AND PLASTICS FOOTWEAR
302101,302101,"PROTECTIVE FOOTWEAR, RUBBER OR PLASTIC"
302102,302102,"SHOES, RUBBER OR PLASTIC MOLDED TO FABRIC"
305200,305200,RUBBER AND PLASTICS HOSE AND BELTINGS
305201,305201,RUBBER HOSE
305202,305202,PLASTIC HOSE
305203,305203,RUBBER BELTING
305204,305204,PLASTIC BELTING
305300,305300,GASKETS; PACKING AND SEALING DEVICES
305301,305301,GASKETS AND SEALING DEVICES
305302,305302,PACKING MATERIALS
306100,306100,MECHANICAL RUBBER GOODS
306199,306199,"MECHANICAL RUBBER GOODS, NEC"
306900,306900,"FABRICATED RUBBER PRODUCTS, NEC"
306901,306901,MEDICAL AND LABORATORY RUBBER SUNDRIES AND RELATED PRODUCTS
306902,306902,RUBBER FLOORCOVERINGS/MATS AND WALLCOVERINGS
306903,306903,RUBBER COATED FABRICS AND CLOTHING
306904,306904,AIR-SUPPORTED RUBBER STRUCTURES
306905,306905,"BOOT OR SHOE PRODUCTS, RUBBER"
306906,306906,RECLAIMED RUBBER AND SPECIALTY RUBBER COMPOUNDS
306907,306907,SPONGE RUBBER AND SPONGE RUBBER PRODUCTS
306908,306908,DRUGGIST'S RUBBER SUNDRIES
306909,306909,STATIONER'S RUBBER SUNDRIES
306910,306910,HARD RUBBER AND MOLDED RUBBER PRODUCTS
306911,306911,RUBBER HAIR ACCESSORIES
306912,306912,RUBBER SMOKING ACCESSORIES
306913,306913,RUBBER ROLLS AND ROLL COVERINGS
