icd_mapping_id,description,fdn_icd10,fdn_icd9
37034-H162,Exposure keratoconjunctivitis,H162,370.34
37035-H162,Neurotrophic keratoconjunctivitis,H162,370.35
37049-H162,Other,H162,370.49
37052-H163,Diffuse interstitial keratitis,H163,370.52
37054-H163,Sclerosing keratitis,H163,370.54
37055-H163,Corneal abscess,H163,370.55
37059-H163,Other,H163,370.59
37061-H164,Localized vascularization of cornea,H164,370.61
37062-H164,Pannus (corneal),H164,370.62
37063-H164,Deep vascularization of cornea,H164,370.63
37064-H164,Ghost vessels (corneal),H164,370.64
3708-H168,Other forms of keratitis,H168,370.8
3709-H169,Unspecified keratitis,H169,370.9
37101-H178,Minor opacity of cornea,H178,371.01
37102-H178,Peripheral opacity of cornea,H178,371.02
37103-H171,Central opacity of cornea,H171,371.03
37104-H170,Adherent leucoma,H170,371.04
37105-H178,Phthisical cornea,H178,371.05
37111-H180,Anterior pigmentations,H180,371.11
37112-H180,Stromal pigmentations,H180,371.12
37113-H180,Posterior pigmentations,H180,371.13
37114-H180,Kayser-Fleischer ring,H180,371.14
37115-H180,Other deposits associated with metabolic disorders,H180,371.15
37116-H180,Argentous deposits,H180,371.16
37121-H182,Idiopathic corneal edema,H182,371.21
37122-H182,Secondary corneal edema,H182,371.22
37123-H181,Bullous keratopathy,H181,371.23
37124-H182,Corneal edema due to wearing of contact lenses,H182,371.24
37131-H183,Folds and rupture of Bowman's membrane,H183,371.31
37132-H183,Folds in Descemet's membrane,H183,371.32
37133-H183,Rupture in Descemet's membrane,H183,371.33
37141-H184,Senile corneal changes,H184,371.41
37142-H188,Recurrent erosion of cornea,H188,371.42
37143-H184,Band-shaped keratopathy,H184,371.43
37144-H184,Other calcerous degenerations of cornea,H184,371.44
37145-H184,Keratomalacia NOS,H184,371.45
37146-H184,Nodular degeneration of cornea,H184,371.46
37148-H184,Peripheral degenerations of cornea,H184,371.48
37149-H184,Other,H184,371.49
37151-H185,Juvenile epithelial corneal dystrophy,H185,371.51
37152-H185,Other anterior corneal dystrophies,H185,371.52
37153-H185,Granular corneal dystrophy,H185,371.53
37154-H185,Lattice corneal dystrophy,H185,371.54
37155-H185,Macular corneal dystrophy,H185,371.55
37156-H185,Other stromal corneal dystrophies,H185,371.56
37157-H185,Endothelial corneal dystrophy,H185,371.57
37158-H185,Other posterior corneal dystrophies,H185,371.58
37161-H186,"Keratoconus, stable condition",H186,371.61
37162-H186,"Keratoconus, acute hydrops",H186,371.62
37171-H187,Corneal ectasia,H187,371.71
37172-H187,Descemetocele,H187,371.72
37173-H187,Corneal staphyloma,H187,371.73
37181-H188,Corneal anesthesia and hypoesthesia,H188,371.81
37182-H188,Corneal disorder due to contact lens,H188,371.82
37189-H188,Other,H188,371.89
3719-H189,Unspecified corneal disorder,H189,371.9
37201-H102,"Serous conjunctivitis, except viral",H102,372.01
37202-H102,Acute follicular conjunctivitis,H102,372.02
37203-H100,Other mucopurulent conjunctivitis,H100,372.03
37204-H102,Pseudomembranous conjunctivitis,H102,372.04
37205-H101,Acute atopic conjunctivitis,H101,372.05
37211-H104,Simple chronic conjunctivitis,H104,372.11
37212-H104,Chronic follicular conjunctivitis,H104,372.12
37213-H104,Vernal conjunctivitis,H104,372.13
37214-H104,Other chronic allergic conjunctivitis,H104,372.14
37221-H105,Angular blepharoconjunctivitis,H105,372.21
37222-H105,Contact blepharoconjunctivitis,H105,372.22
37239-H108,Other,H108,372.39
37241-H110,"Peripheral pterygium, stationary",H110,372.41
37242-H110,"Peripheral pterygium, progressive",H110,372.42
37243-H110,Central pterygium,H110,372.43
37244-H110,Double pterygium,H110,372.44
37245-H110,Recurrent pterygium,H110,372.45
37251-H111,Pinguecula,H111,372.51
37252-H118,Pseudopterygium,H118,372.52
37253-H111,Conjunctival xerosis,H111,372.53
37254-H111,Conjunctival concretions,H111,372.54
37255-H111,Conjunctival pigmentations,H111,372.55
37256-H111,Conjunctival deposits,H111,372.56
37261-H104,Granuloma of conjunctiva,H104,372.61
37262-H112,Localized adhesions and strands of conjunctiva,H112,372.62
37263-H112,Symblepharon,H112,372.63
37264-H112,Scarring of conjunctiva,H112,372.64
37271-H114,Hyperemia of conjunctiva,H114,372.71
37272-H113,Conjunctival hemorrhage,H113,372.72
37273-H114,Conjunctival edema,H114,372.73
37274-H114,Vascular abnormalities of conjunctiva,H114,372.74
37275-H114,Conjunctival cysts,H114,372.75
3728-H118,Other disorders of conjunctiva,H118,372.8
3729-H119,Unspecified disorder of conjunctiva,H119,372.9
37301-H010,Ulcerative blepharitis,H010,373.01
37302-H010,Squamous blepharitis,H010,373.02
37311-H000,Hordeolum externum,H000,373.11
37312-H000,Hordeolum internum,H000,373.12
37313-H000,Abscess of eyelid,H000,373.13
3732-H001,Chalazion,H001,373.2
37331-H011,Eczematous dermatitis of eyelid,H011,373.31
37332-H011,Contact and allergic dermatitis of eyelid,H011,373.32
37333-H011,Xeroderma of eyelid,H011,373.33
37334-H011,Discoid lupus erythematosus of eyelid,H011,373.34
3738-H018,Other inflammations of eyelids,H018,373.8
3739-H019,Unspecified inflammation of eyelid,H019,373.9
37401-H020,Senile entropion,H020,374.01
37402-H020,Mechanical entropion,H020,374.02
37403-H020,Spastic entropion,H020,374.03
37404-H020,Cicatricial entropion,H020,374.04
37405-H020,Trichiasis without entropion,H020,374.05
37411-H021,Senile ectropion,H021,374.11
37412-H021,Mechanical ectropion,H021,374.12
37413-H021,Spastic ectropion,H021,374.13
37414-H021,Cicatricial ectropion,H021,374.14
37421-H022,Paralytic lagophthalmos,H022,374.21
37422-H022,Mechanical lagophthalmos,H022,374.22
37423-H022,Cicatricial lagophthalmos,H022,374.23
37431-H024,Paralytic ptosis,H024,374.31
37432-H024,Myogenic ptosis,H024,374.32
37433-H024,Mechanical ptosis,H024,374.33
37434-H023,Blepharochalasis,H023,374.34
37441-H025,Lid retraction or lag,H025,374.41
37443-H025,Abnormal innervation syndrome,H025,374.43
37444-H025,Sensory disorders,H025,374.44
37445-H025,Other sensorimotor disorders,H025,374.45
37446-H025,Blepharophimosis,H025,374.46
37451-H026,Xanthelasma,H026,374.51
37452-H027,Hyperpigmentation of eyelid,H027,374.52
37453-H027,Hypopigmentation of eyelid,H027,374.53
37454-H028,Hypertrichosis of eyelid,H028,374.54
37455-H028,Hypotrichosis of eyelid,H028,374.55
37456-H027,Other degenerative disorders of skin affecting eyelid,H027,374.56
37481-H028,Hemorrhage of eyelid,H028,374.81
37482-H028,Edema of eyelid,H028,374.82
37483-H028,Elephantiasis of eyelid,H028,374.83
37484-H028,Cysts of eyelids,H028,374.84
37485-H028,Vascular anomalies of eyelid,H028,374.85
37486-H028,Retained foreign body of eyelid,H028,374.86
37487-H028,Dermatochalasis,H028,374.87
37489-H028,Other disorders of eyelid,H028,374.89
3749-H029,Unspecified disorder of eyelid,H029,374.9
37501-H040,Acute dacryoadenitis,H040,375.01
37502-H040,Chronic dacryoadenitis,H040,375.02
37503-H040,Chronic enlargement of lacrimal gland,H040,375.03
37511-H041,Dacryops,H041,375.11
37512-H041,Other lacrimal cysts and cystic degeneration,H041,375.12
37513-H041,Primary lacrimal atrophy,H041,375.13
37514-H041,Secondary lacrimal atrophy,H041,375.14
37515-H041,"Tear film insufficiency, unspecified",H041,375.15
37516-H041,Dislocation of lacrimal gland,H041,375.16
37521-H042,Epiphora due to excess lacrimation,H042,375.21
37522-H042,Epiphora due to insufficient drainage,H042,375.22
37531-H043,"Acute canaliculitis, lacrimal",H043,375.31
37532-H043,Acute dacryocystitis,H043,375.32
37533-H043,Phlegmonous dacryocystitis,H043,375.33
37541-H044,Chronic canaliculitis,H044,375.41
37542-H044,Chronic dacryocystitis,H044,375.42
37543-H044,Lacrimal mucocele,H044,375.43
37551-H045,Eversion of lacrimal punctum,H045,375.51
37552-H045,Stenosis of lacrimal punctum,H045,375.52
37553-H045,Stenosis of lacrimal canaliculi,H045,375.53
37554-H045,Stenosis of lacrimal sac,H045,375.54
37555-H045,"Obstruction of nasolacrimal duct, neonatal",H045,375.55
37556-H045,"Stenosis of nasolacrimal duct, acquired",H045,375.56
37557-H045,Dacryolith,H045,375.57
37561-H046,Lacrimal fistula,H046,375.61
37569-H046,Other,H046,375.69
37581-H046,Granuloma of lacrimal passages,H046,375.81
37589-H048,Other,H048,375.89
3759-H049,Unspecified disorder of lacrimal system,H049,375.9
37601-H050,Orbital cellulitis,H050,376.01
37602-H050,Orbital periostitis,H050,376.02
37603-H050,Orbital osteomyelitis,H050,376.03
37604-H050,Tenonitis,H050,376.04
37611-H051,Orbital granuloma,H051,376.11
37612-H051,Orbital myositis,H051,376.12
37622-H498,Exophthalmic ophthalmoplegia,H498,376.22
37631-H052,Constant exophthalmos,H052,376.31
37632-H052,Orbital hemorrhage,H052,376.32
37633-H052,Orbital edema or congestion,H052,376.33
37634-H052,Intermittent exophthalmos,H052,376.34
37635-H052,Pulsating exophthalmos,H052,376.35
37636-H052,Lateral displacement of globe,H052,376.36
37641-Q752,Hypertelorism of orbit,Q752,376.41
37643-H053,Local deformities due to bone disease,H053,376.43
37644-H053,Orbital deformities associated with craniofacial deformities,H053,376.44
37645-H053,Atrophy of orbit,H053,376.45
37646-H053,Enlargement of orbit,H053,376.46
37647-H053,Deformity due to trauma or surgery,H053,376.47
37651-H054,Enophthalmos due to atrophy of orbital tissue,H054,376.51
37652-H054,Enophthalmos due to trauma or surgery,H054,376.52
3766-H055,Retained (old) foreign body following penetrating wound of orbit,H055,376.6
37681-H058,Orbital cysts,H058,376.81
37682-H058,Myopathy of extraocular muscles,H058,376.82
37689-H058,Other,H058,376.89
3769-H059,Unspecified disorder of orbit,H059,376.9
37701-H471,Papilledema associated with increased intracranial pressure,H471,377.01
37702-H471,Papilledema associated with decreased ocular pressure,H471,377.02
37703-H471,Papilledema associated with retinal disorder,H471,377.03
37704-H471,Foster-Kennedy syndrome,H471,377.04
37711-H472,Primary optic atrophy,H472,377.11
37712-H472,Postinflammatory optic atrophy,H472,377.12
37713-H472,Optic atrophy associated with retinal dystrophies,H472,377.13
37714-H472,Glaucomatous atrophy [cupping] of optic disc,H472,377.14
37715-H472,Partial optic atrophy,H472,377.15
37716-H472,Hereditary optic atrophy,H472,377.16
37721-H473,Drusen of optic disc,H473,377.21
37722-H473,Crater-like holes of optic disc,H473,377.22
37723-Q142,Coloboma of optic disc,Q142,377.23
37724-H473,Pseudopapilledema,H473,377.24
37731-H46,Optic papillitis,H46,377.31
37732-H46,Retrobulbar neuritis (acute),H46,377.32
37733-H46,Nutritional optic neuropathy,H46,377.33
37734-H46,Toxic optic neuropathy,H46,377.34
37739-H46,Other,H46,377.39
37741-H470,Ischemic optic neuropathy,H470,377.41
37742-H470,Hemorrhage in optic nerve sheaths,H470,377.42
37749-H470,Other,H470,377.49
37751-H474,Associated with pituitary neoplasms and disorders,H474,377.51
37752-H474,Associated with other neoplasms,H474,377.52
37753-H474,Associated with vascular disorders,H474,377.53
37754-H474,Associated with inflammatory disorders,H474,377.54
37761-H475,Associated with neoplasms,H475,377.61
37762-H475,Associated with vascular disorders,H475,377.62
37763-H475,Associated with inflammatory disorders,H475,377.63
37771-H476,Associated with neoplasms,H476,377.71
37772-H476,Associated with vascular disorders,H476,377.72
37773-H476,Associated with inflammatory disorders,H476,377.73
37775-H476,Cortical blindness,H476,377.75
37801-H500,Monocular esotropia,H500,378.01
37802-H500,Monocular esotropia with A pattern,H500,378.02
37803-H500,Monocular esotropia with V pattern,H500,378.03
37804-H500,Monocular esotropia with other noncomitancies,H500,378.04
37805-H500,Alternating esotropia,H500,378.05
37806-H500,Alternating esotropia with A pattern,H500,378.06
37807-H500,Alternating esotropia with V pattern,H500,378.07
37808-H500,Alternating esotropia with other noncomitancies,H500,378.08
37811-H501,Monocular exotropia,H501,378.11
37812-H501,Monocular exotropia with A pattern,H501,378.12
37813-H501,Monocular exotropia with V pattern,H501,378.13
37814-H501,Monocular exotropia with other noncomitancies,H501,378.14
37816-H501,Alternating exotropia with A pattern,H501,378.16
37817-H501,Alternating exotropia with V pattern,H501,378.17
37818-H501,Alternating exotropia with other noncomitancies,H501,378.18
37821-H503,"Intermittent esotropia, monocular",H503,378.21
37822-H503,"Intermittent esotropia, alternating",H503,378.22
37823-H503,"Intermittent exotropia, monocular",H503,378.23
37824-H503,"Intermittent exotropia, alternating",H503,378.24
37831-H504,Hypertropia,H504,378.31
37832-H504,Hypotropia,H504,378.32
37833-H504,Cyclotropia,H504,378.33
37834-H504,Monofixation syndrome,H504,378.34
37835-H504,Accommodative component in esotropia,H504,378.35
37841-H505,Esophoria,H505,378.41
37842-H505,Exophoria,H505,378.42
37843-H505,Vertical heterophoria,H505,378.43
37844-H505,Cyclophoria,H505,378.44
37845-H505,Alternating hyperphoria,H505,378.45
37851-H490,"Third or oculomotor nerve palsy, partial",H490,378.51
37852-H490,"Third or oculomotor nerve palsy, total",H490,378.52
37853-H491,Fourth or trochlear nerve palsy,H491,378.53
37854-H492,Sixth or abducens nerve palsy,H492,378.54
37855-H498,External ophthalmoplegia,H498,378.55
37856-H493,Total ophthalmoplegia,H493,378.56
37861-H506,Brown's (tendon) sheath syndrome,H506,378.61
37862-H506,Mechanical strabismus from other musculofascial disorders,H506,378.62
37863-H506,Limited duction associated with other conditions,H506,378.63
37871-H508,Duane's syndrome,H508,378.71
37872-H494,Progressive external ophthalmoplegia,H494,378.72
37873-H508,Strabismus in other neuromuscular disorders,H508,378.73
37881-H510,Palsy of conjugate gaze,H510,378.81
37882-H518,Spasm of conjugate gaze,H518,378.82
37883-H511,Convergence insufficiency or palsy,H511,378.83
37884-H511,Convergence excess or spasm,H511,378.84
37885-H518,Anomalies of divergence,H518,378.85
37886-H512,Internuclear ophthalmoplegia,H512,378.86
37887-H518,Other dissociated deviation of eye movements,H518,378.87
3789-H519,Unspecified disorder of eye movements,H519,378.9
37901-H151,Episcleritis periodica fugax,H151,379.01
37902-H151,Nodular episcleritis,H151,379.02
37903-H150,Anterior scleritis,H150,379.03
37904-H158,Scleromalacia perforans,H158,379.04
37905-H150,Scleritis with corneal involvement,H150,379.05
37906-H150,Brawny scleritis,H150,379.06
37907-H150,Posterior scleritis,H150,379.07
37909-H150,Other,H150,379.09
37911-H158,Scleral ectasia,H158,379.11
37912-H158,Staphyloma posticum,H158,379.12
37913-H158,Equatorial staphyloma,H158,379.13
37914-H158,"Anterior staphyloma, localized",H158,379.14
37915-H158,Ring staphyloma,H158,379.15
37916-H158,Other degenerative disorders of sclera,H158,379.16
37919-H158,Other,H158,379.19
37921-H438,Vitreous degeneration,H438,379.21
37922-H432,Crystalline deposits in vitreous,H432,379.22
37923-H431,Vitreous hemorrhage,H431,379.23
37924-H433,Other vitreous opacities,H433,379.24
37925-H433,Vitreous membranes and strands,H433,379.25
37926-H430,Vitreous prolapse,H430,379.26
37929-H438,Other disorders of vitreous,H438,379.29
37931-H270,Aphakia,H270,379.31
37932-H271,Subluxation of lens,H271,379.32
37933-H271,Anterior dislocation of lens,H271,379.33
37934-H271,Posterior dislocation of lens,H271,379.34
37939-H278,Other disorders of lens,H278,379.39
37941-H570,Anisocoria,H570,379.41
37942-H570,"Miosis (persistent), not due to miotics",H570,379.42
37943-H570,"Mydriasis (persistent), not due to mydriatics",H570,379.43
37945-H570,"Argyll Robertson pupil, atypical",H570,379.45
37946-H570,Tonic pupillary reaction,H570,379.46
37949-H570,Other,H570,379.49
37951-H55,Congenital nystagmus,H55,379.51
37952-H55,Latent nystagmus,H55,379.52
37953-H55,Visual deprivation nystagmus,H55,379.53
37954-H55,Nystagmus associated with disorders of the vestibular system,H55,379.54
37955-H55,Dissociated nystagmus,H55,379.55
37956-H55,Other forms of nystagmus,H55,379.56
37957-H55,Deficiencies of saccadic eye movements,H55,379.57
37958-H55,Deficiencies of smooth pursuit movements,H55,379.58
37959-H55,Other irregularities of eye movements,H55,379.59
3798-H578,Other specified disorders of eye and adnexa,H578,379.8
37991-H571,Pain in or around eye,H571,379.91
37992-H578,Swelling or mass of eye,H578,379.92
37993-H578,Redness or discharge of eye,H578,379.93
37999-H579,Other ill-defined disorders of eye,H579,379.99
