id,order_number,short_description,long_description,formatted_icd10_code,FDN_parenticd10
M90631,,"Osteitis deformans in neoplastic diseases, right forearm","Osteitis deformans in neoplastic diseases, right forearm",M90.631,M9063
M90632,,"Osteitis deformans in neoplastic diseases, left forearm","Osteitis deformans in neoplastic diseases, left forearm",M90.632,M9063
M90639,,"Osteitis deformans in neoplastic diseases, unsp forearm","Osteitis deformans in neoplastic diseases, unspecified forearm",M90.639,M9063
M9064,,"Osteitis deformans in neoplastic diseases, hand","Osteitis deformans in neoplastic diseases, hand",M90.64,M906
M90641,,"Osteitis deformans in neoplastic diseases, right hand","Osteitis deformans in neoplastic diseases, right hand",M90.641,M9064
M90642,,"Osteitis deformans in neoplastic diseases, left hand","Osteitis deformans in neoplastic diseases, left hand",M90.642,M9064
M90649,,"Osteitis deformans in neoplastic diseases, unspecified hand","Osteitis deformans in neoplastic diseases, unspecified hand",M90.649,M9064
M9065,,"Osteitis deformans in neoplastic diseases, thigh","Osteitis deformans in neoplastic diseases, thigh",M90.65,M906
M90651,,"Osteitis deformans in neoplastic diseases, right thigh","Osteitis deformans in neoplastic diseases, right thigh",M90.651,M9065
M90652,,"Osteitis deformans in neoplastic diseases, left thigh","Osteitis deformans in neoplastic diseases, left thigh",M90.652,M9065
M90659,,"Osteitis deformans in neoplastic diseases, unspecified thigh","Osteitis deformans in neoplastic diseases, unspecified thigh",M90.659,M9065
M9066,,"Osteitis deformans in neoplastic diseases, lower leg","Osteitis deformans in neoplastic diseases, lower leg",M90.66,M906
M90661,,"Osteitis deformans in neoplastic diseases, right lower leg","Osteitis deformans in neoplastic diseases, right lower leg",M90.661,M9066
M90662,,"Osteitis deformans in neoplastic diseases, left lower leg","Osteitis deformans in neoplastic diseases, left lower leg",M90.662,M9066
M90669,,"Osteitis deformans in neoplastic diseases, unsp lower leg","Osteitis deformans in neoplastic diseases, unspecified lower leg",M90.669,M9066
M9067,,"Osteitis deformans in neoplastic diseases, ankle and foot","Osteitis deformans in neoplastic diseases, ankle and foot",M90.67,M906
M90671,,"Osteitis deformans in neoplastic diseases, right ank/ft","Osteitis deformans in neoplastic diseases, right ankle and foot",M90.671,M9067
M90672,,"Osteitis deformans in neoplastic diseases, left ank/ft","Osteitis deformans in neoplastic diseases, left ankle and foot",M90.672,M9067
M90679,,"Osteitis deformans in neoplastic diseases, unsp ank/ft","Osteitis deformans in neoplastic diseases, unspecified ankle and foot",M90.679,M9067
M9068,,"Osteitis deformans in neoplastic diseases, other site","Osteitis deformans in neoplastic diseases, other site",M90.68,M906
M9069,,"Osteitis deformans in neoplastic diseases, multiple sites","Osteitis deformans in neoplastic diseases, multiple sites",M90.69,M906
M908,,Osteopathy in diseases classified elsewhere,Osteopathy in diseases classified elsewhere,M90.8,M90
M9080,,"Osteopathy in diseases classified elsewhere, unsp site","Osteopathy in diseases classified elsewhere, unspecified site",M90.80,M908
M9081,,"Osteopathy in diseases classified elsewhere, shoulder","Osteopathy in diseases classified elsewhere, shoulder",M90.81,M908
M90811,,"Osteopathy in diseases classified elsewhere, right shoulder","Osteopathy in diseases classified elsewhere, right shoulder",M90.811,M9081
M90812,,"Osteopathy in diseases classified elsewhere, left shoulder","Osteopathy in diseases classified elsewhere, left shoulder",M90.812,M9081
M90819,,"Osteopathy in diseases classified elsewhere, unsp shoulder","Osteopathy in diseases classified elsewhere, unspecified shoulder",M90.819,M9081
M9082,,"Osteopathy in diseases classified elsewhere, upper arm","Osteopathy in diseases classified elsewhere, upper arm",M90.82,M908
M90821,,"Osteopathy in diseases classified elsewhere, right upper arm","Osteopathy in diseases classified elsewhere, right upper arm",M90.821,M9082
M90822,,"Osteopathy in diseases classified elsewhere, left upper arm","Osteopathy in diseases classified elsewhere, left upper arm",M90.822,M9082
M90829,,"Osteopathy in diseases classified elsewhere, unsp upper arm","Osteopathy in diseases classified elsewhere, unspecified upper arm",M90.829,M9082
M9083,,"Osteopathy in diseases classified elsewhere, forearm","Osteopathy in diseases classified elsewhere, forearm",M90.83,M908
M90831,,"Osteopathy in diseases classified elsewhere, right forearm","Osteopathy in diseases classified elsewhere, right forearm",M90.831,M9083
M90832,,"Osteopathy in diseases classified elsewhere, left forearm","Osteopathy in diseases classified elsewhere, left forearm",M90.832,M9083
M90839,,"Osteopathy in diseases classified elsewhere, unsp forearm","Osteopathy in diseases classified elsewhere, unspecified forearm",M90.839,M9083
M9084,,"Osteopathy in diseases classified elsewhere, hand","Osteopathy in diseases classified elsewhere, hand",M90.84,M908
M90841,,"Osteopathy in diseases classified elsewhere, right hand","Osteopathy in diseases classified elsewhere, right hand",M90.841,M9084
M90842,,"Osteopathy in diseases classified elsewhere, left hand","Osteopathy in diseases classified elsewhere, left hand",M90.842,M9084
M90849,,"Osteopathy in diseases classified elsewhere, unsp hand","Osteopathy in diseases classified elsewhere, unspecified hand",M90.849,M9084
M9085,,"Osteopathy in diseases classified elsewhere, thigh","Osteopathy in diseases classified elsewhere, thigh",M90.85,M908
M90851,,"Osteopathy in diseases classified elsewhere, right thigh","Osteopathy in diseases classified elsewhere, right thigh",M90.851,M9085
M90852,,"Osteopathy in diseases classified elsewhere, left thigh","Osteopathy in diseases classified elsewhere, left thigh",M90.852,M9085
M90859,,"Osteopathy in diseases classified elsewhere, unsp thigh","Osteopathy in diseases classified elsewhere, unspecified thigh",M90.859,M9085
M9086,,"Osteopathy in diseases classified elsewhere, lower leg","Osteopathy in diseases classified elsewhere, lower leg",M90.86,M908
M90861,,"Osteopathy in diseases classified elsewhere, right lower leg","Osteopathy in diseases classified elsewhere, right lower leg",M90.861,M9086
M90862,,"Osteopathy in diseases classified elsewhere, left lower leg","Osteopathy in diseases classified elsewhere, left lower leg",M90.862,M9086
M90869,,"Osteopathy in diseases classified elsewhere, unsp lower leg","Osteopathy in diseases classified elsewhere, unspecified lower leg",M90.869,M9086
M9087,,"Osteopathy in diseases classified elsewhere, ankle and foot","Osteopathy in diseases classified elsewhere, ankle and foot",M90.87,M908
M90871,,"Osteopathy in diseases classd elswhr, right ankle and foot","Osteopathy in diseases classified elsewhere, right ankle and foot",M90.871,M9087
M90872,,"Osteopathy in diseases classd elswhr, left ankle and foot","Osteopathy in diseases classified elsewhere, left ankle and foot",M90.872,M9087
M90879,,"Osteopathy in diseases classd elswhr, unsp ankle and foot","Osteopathy in diseases classified elsewhere, unspecified ankle and foot",M90.879,M9087
M9088,,"Osteopathy in diseases classified elsewhere, other site","Osteopathy in diseases classified elsewhere, other site",M90.88,M908
M9089,,"Osteopathy in diseases classified elsewhere, multiple sites","Osteopathy in diseases classified elsewhere, multiple sites",M90.89,M908
M91,,Juvenile osteochondrosis of hip and pelvis,Juvenile osteochondrosis of hip and pelvis,M91,
M910,,Juvenile osteochondrosis of pelvis,Juvenile osteochondrosis of pelvis,M91.0,M91
M911,,Juvenile osteochondrosis of head of femur,Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes],M91.1,M91
M9110,,"Juvenile osteochondrosis of head of femur, unspecified leg","Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes], unspecified leg",M91.10,M911
M9111,,"Juvenile osteochondrosis of head of femur, right leg","Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes], right leg",M91.11,M911
M9112,,"Juvenile osteochondrosis of head of femur, left leg","Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes], left leg",M91.12,M911
M9120,,"Coxa plana, unspecified hip","Coxa plana, unspecified hip",M91.20,M912
M9121,,"Coxa plana, right hip","Coxa plana, right hip",M91.21,M912
M9122,,"Coxa plana, left hip","Coxa plana, left hip",M91.22,M912
M9130,,"Pseudocoxalgia, unspecified hip","Pseudocoxalgia, unspecified hip",M91.30,M913
M9131,,"Pseudocoxalgia, right hip","Pseudocoxalgia, right hip",M91.31,M913
M9132,,"Pseudocoxalgia, left hip","Pseudocoxalgia, left hip",M91.32,M913
M9140,,"Coxa magna, unspecified hip","Coxa magna, unspecified hip",M91.40,M914
M9141,,"Coxa magna, right hip","Coxa magna, right hip",M91.41,M914
M9142,,"Coxa magna, left hip","Coxa magna, left hip",M91.42,M914
M918,,Other juvenile osteochondrosis of hip and pelvis,Other juvenile osteochondrosis of hip and pelvis,M91.8,M91
M9180,,"Other juvenile osteochondrosis of hip and pelvis, unsp leg","Other juvenile osteochondrosis of hip and pelvis, unspecified leg",M91.80,M918
M9181,,"Other juvenile osteochondrosis of hip and pelvis, right leg","Other juvenile osteochondrosis of hip and pelvis, right leg",M91.81,M918
M9182,,"Other juvenile osteochondrosis of hip and pelvis, left leg","Other juvenile osteochondrosis of hip and pelvis, left leg",M91.82,M918
M919,,"Juvenile osteochondrosis of hip and pelvis, unspecified","Juvenile osteochondrosis of hip and pelvis, unspecified",M91.9,M91
M9190,,"Juvenile osteochondrosis of hip and pelvis, unsp, unsp leg","Juvenile osteochondrosis of hip and pelvis, unspecified, unspecified leg",M91.90,M919
M9191,,"Juvenile osteochondrosis of hip and pelvis, unsp, right leg","Juvenile osteochondrosis of hip and pelvis, unspecified, right leg",M91.91,M919
M9192,,"Juvenile osteochondrosis of hip and pelvis, unsp, left leg","Juvenile osteochondrosis of hip and pelvis, unspecified, left leg",M91.92,M919
M92,,Other juvenile osteochondrosis,Other juvenile osteochondrosis,M92,
M920,,Juvenile osteochondrosis of humerus,Juvenile osteochondrosis of humerus,M92.0,M92
M9200,,"Juvenile osteochondrosis of humerus, unspecified arm","Juvenile osteochondrosis of humerus, unspecified arm",M92.00,M920
M9201,,"Juvenile osteochondrosis of humerus, right arm","Juvenile osteochondrosis of humerus, right arm",M92.01,M920
M9202,,"Juvenile osteochondrosis of humerus, left arm","Juvenile osteochondrosis of humerus, left arm",M92.02,M920
M921,,Juvenile osteochondrosis of radius and ulna,Juvenile osteochondrosis of radius and ulna,M92.1,M92
M9210,,"Juvenile osteochondrosis of radius and ulna, unspecified arm","Juvenile osteochondrosis of radius and ulna, unspecified arm",M92.10,M921
M9211,,"Juvenile osteochondrosis of radius and ulna, right arm","Juvenile osteochondrosis of radius and ulna, right arm",M92.11,M921
M9212,,"Juvenile osteochondrosis of radius and ulna, left arm","Juvenile osteochondrosis of radius and ulna, left arm",M92.12,M921
M922,,"Juvenile osteochondrosis, hand","Juvenile osteochondrosis, hand",M92.2,M92
M9220,,"Unspecified juvenile osteochondrosis, hand","Unspecified juvenile osteochondrosis, hand",M92.20,M922
M92201,,"Unspecified juvenile osteochondrosis, right hand","Unspecified juvenile osteochondrosis, right hand",M92.201,M9220
M92202,,"Unspecified juvenile osteochondrosis, left hand","Unspecified juvenile osteochondrosis, left hand",M92.202,M9220
M92209,,"Unspecified juvenile osteochondrosis, unspecified hand","Unspecified juvenile osteochondrosis, unspecified hand",M92.209,M9220
M9221,,Osteochondrosis (juvenile) of carpal lunate [Kienbock],Osteochondrosis (juvenile) of carpal lunate [Kienbock],M92.21,M922
M92211,,"Osteochondrosis (juvenile) of carpal lunate, right hand","Osteochondrosis (juvenile) of carpal lunate [Kienbock], right hand",M92.211,M9221
M92212,,"Osteochondrosis (juvenile) of carpal lunate, left hand","Osteochondrosis (juvenile) of carpal lunate [Kienbock], left hand",M92.212,M9221
M92219,,"Osteochondrosis (juvenile) of carpal lunate, unsp hand","Osteochondrosis (juvenile) of carpal lunate [Kienbock], unspecified hand",M92.219,M9221
M9222,,Osteochondrosis (juvenile) of metacarpal heads [Mauclaire],Osteochondrosis (juvenile) of metacarpal heads [Mauclaire],M92.22,M922
M92221,,"Osteochondrosis (juvenile) of metacarpal heads, right hand","Osteochondrosis (juvenile) of metacarpal heads [Mauclaire], right hand",M92.221,M9222
M92222,,"Osteochondrosis (juvenile) of metacarpal heads, left hand","Osteochondrosis (juvenile) of metacarpal heads [Mauclaire], left hand",M92.222,M9222
M92229,,"Osteochondrosis (juvenile) of metacarpal heads, unsp hand","Osteochondrosis (juvenile) of metacarpal heads [Mauclaire], unspecified hand",M92.229,M9222
M9229,,"Other juvenile osteochondrosis, hand","Other juvenile osteochondrosis, hand",M92.29,M922
M92291,,"Other juvenile osteochondrosis, right hand","Other juvenile osteochondrosis, right hand",M92.291,M9229
M92292,,"Other juvenile osteochondrosis, left hand","Other juvenile osteochondrosis, left hand",M92.292,M9229
M92299,,"Other juvenile osteochondrosis, unspecified hand","Other juvenile osteochondrosis, unspecified hand",M92.299,M9229
M923,,"Other juvenile osteochondrosis, upper limb","Other juvenile osteochondrosis, upper limb",M92.3,M92
M9230,,"Other juvenile osteochondrosis, unspecified upper limb","Other juvenile osteochondrosis, unspecified upper limb",M92.30,M923
M9231,,"Other juvenile osteochondrosis, right upper limb","Other juvenile osteochondrosis, right upper limb",M92.31,M923
M9232,,"Other juvenile osteochondrosis, left upper limb","Other juvenile osteochondrosis, left upper limb",M92.32,M923
M924,,Juvenile osteochondrosis of patella,Juvenile osteochondrosis of patella,M92.4,M92
M9240,,"Juvenile osteochondrosis of patella, unspecified knee","Juvenile osteochondrosis of patella, unspecified knee",M92.40,M924
M9241,,"Juvenile osteochondrosis of patella, right knee","Juvenile osteochondrosis of patella, right knee",M92.41,M924
M9242,,"Juvenile osteochondrosis of patella, left knee","Juvenile osteochondrosis of patella, left knee",M92.42,M924
M925,,Juvenile osteochondrosis of tibia and fibula,Juvenile osteochondrosis of tibia and fibula,M92.5,M92
